順位,レート,ポケモンID_1,ポケモン_1,フォルム_1,タイプ1_1,タイプ2_1,カテゴリー_1,テラスタイプ_1,持ち物_1,ポケモンID_2,ポケモン_2,フォルム_2,タイプ1_2,タイプ2_2,カテゴリー_2,テラスタイプ_2,持ち物_2,ポケモンID_3,ポケモン_3,フォルム_3,タイプ1_3,タイプ2_3,カテゴリー_3,テラスタイプ_3,持ち物_3,ポケモンID_4,ポケモン_4,フォルム_4,タイプ1_4,タイプ2_4,カテゴリー_4,テラスタイプ_4,持ち物_4,ポケモンID_5,ポケモン_5,フォルム_5,タイプ1_5,タイプ2_5,カテゴリー_5,テラスタイプ_5,持ち物_5,ポケモンID_6,ポケモン_6,フォルム_6,タイプ1_6,タイプ2_6,カテゴリー_6,テラスタイプ_6,持ち物_6
637,2502.080,0197-00,ブラッキー,,あく,,一般,,たべのこし,0670-05,フラエッテ,えいえんのはな,フェアリー,,一般,,フラエッテナイト,0445-00,ガブリアス,,ドラゴン,じめん,一般,,きあいのタスキ,0823-00,アーマーガア,,ひこう,はがね,一般,,ラムのみ,0199-00,ヤドキング,,みず,エスパー,一般,,オボンのみ,0094-00,ゲンガー,,ゴースト,どく,一般,,ゲンガナイト
639,2502.068,0212-00,ハッサム,,むし,はがね,一般,,ハッサムナイト,0445-00,ガブリアス,,ドラゴン,じめん,一般,,オボンのみ,0197-00,ブラッキー,,あく,,一般,,たべのこし,0937-00,ソウブレイズ,,ほのお,ゴースト,一般,,きあいのタスキ,0080-00,ヤドラン,,みず,エスパー,一般,,リンドのみ,0970-00,キラフロル,,いわ,どく,一般,,キラフロルナイト
640,2501.997,0478-00,ユキメノコ,,こおり,ゴースト,一般,,ユキメノコナイト,0970-00,キラフロル,,いわ,どく,一般,,きあいのタスキ,0730-00,アシレーヌ,,みず,フェアリー,一般,,たべのこし,0530-00,ドリュウズ,,じめん,はがね,一般,,やわらかいすな,0450-00,カバルドン,,じめん,,一般,,オボンのみ,0983-00,ドドゲザン,,あく,はがね,一般,,くろいメガネ
642,2501.885,0658-00,ゲッコウガ,,みず,あく,一般,,きあいのタスキ,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,,ようせいのハネ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,,たべのこし,0445-00,ガブリアス,,ドラゴン,じめん,一般,,こだわりスカーフ,0655-00,マフォクシー,,ほのお,エスパー,一般,,マフォクシナイト,0670-05,フラエッテ,えいえんのはな,フェアリー,,一般,,フラエッテナイト
643,2501.785,0445-00,ガブリアス,,ドラゴン,じめん,一般,,ラムのみ,0670-05,フラエッテ,えいえんのはな,フェアリー,,一般,,フラエッテナイト,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,,きあいのタスキ,0071-00,ウツボット,,くさ,どく,一般,,ウツボットナイト,0952-00,スコヴィラン,,くさ,ほのお,一般,,たべのこし,1018-00,ブリジュラス,,はがね,ドラゴン,一般,,こだわりスカーフ
654,2501.335,0094-00,ゲンガー,,ゴースト,どく,一般,,きあいのタスキ,0003-00,フシギバナ,,くさ,どく,一般,,フシギバナイト,0121-00,スターミー,,みず,エスパー,一般,,スターミナイト,0059-00,ウインディ,,ほのお,,一般,,たべのこし,0149-00,カイリュー,,ドラゴン,ひこう,一般,,ラムのみ,0143-00,カビゴン,,ノーマル,,一般,,オボンのみ
655,2501.311,0637-00,ウルガモス,,むし,ほのお,一般,,イトケのみ,0094-00,ゲンガー,,ゴースト,どく,一般,,ゲンガナイト,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,,きあいのタスキ,0036-00,ピクシー,,フェアリー,,一般,,ピクシナイト,0823-00,アーマーガア,,ひこう,はがね,一般,,たべのこし,0956-00,クエスパトラ,,エスパー,,一般,,オボンのみ
660,2500.563,0903-00,オオニューラ,,かくとう,どく,一般,,こだわりスカーフ,0006-00,リザードン,,ほのお,ひこう,一般,,リザードナイトＹ,0130-00,ギャラドス,,みず,ひこう,一般,,ギャラドスナイト,0970-00,キラフロル,,いわ,どく,一般,,キラフロルナイト,0445-00,ガブリアス,,ドラゴン,じめん,一般,,きあいのタスキ,0823-00,アーマーガア,,ひこう,はがね,一般,,たべのこし
666,2500.435,0115-00,ガルーラ,,ノーマル,,一般,,ガルーラナイト,0445-00,ガブリアス,,ドラゴン,じめん,一般,,きあいのタスキ,0681-00,ギルガルド,シールドフォルム,はがね,ゴースト,一般,,のろいのおふだ,0658-00,ゲッコウガ,,みず,あく,一般,,ゲッコウガナイト,0637-00,ウルガモス,,むし,ほのお,一般,,ラムのみ,0730-00,アシレーヌ,,みず,フェアリー,一般,,たべのこし
668,2500.135,0094-00,ゲンガー,,ゴースト,どく,一般,,ゲンガナイト,0197-00,ブラッキー,,あく,,一般,,たべのこし,0637-00,ウルガモス,,むし,ほのお,一般,,ラムのみ,0903-00,オオニューラ,,かくとう,どく,一般,,こだわりスカーフ,0970-00,キラフロル,,いわ,どく,一般,,きあいのタスキ,0130-00,ギャラドス,,みず,ひこう,一般,,ギャラドスナイト
670,2499.959,0730-00,アシレーヌ,,みず,フェアリー,一般,,カゴのみ,0094-00,ゲンガー,,ゴースト,どく,一般,,ゲンガナイト,0130-00,ギャラドス,,みず,ひこう,一般,,ギャラドスナイト,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,,ようせいのハネ,0823-00,アーマーガア,,ひこう,はがね,一般,,たべのこし,0445-00,ガブリアス,,ドラゴン,じめん,一般,,きあいのタスキ
675,2497.192,0214-00,ヘラクロス,,むし,かくとう,一般,,ヘラクロスナイト,0983-00,ドドゲザン,,あく,はがね,一般,,きあいのタスキ,0018-00,ピジョット,,ノーマル,ひこう,一般,,ピジョットナイト,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,,こだわりスカーフ,0670-05,フラエッテ,えいえんのはな,フェアリー,,一般,,フラエッテナイト,0445-00,ガブリアス,,ドラゴン,じめん,一般,,ラムのみ
679,2495.058,0036-00,ピクシー,,フェアリー,,一般,,ピクシナイト,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,,きあいのタスキ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,,たべのこし,0475-00,エルレイド,,エスパー,かくとう,一般,,エルレイドナイト,0970-00,キラフロル,,いわ,どく,一般,,キラフロルナイト,0956-00,クエスパトラ,,エスパー,,一般,,オボンのみ
687,2491.473,0428-00,ミミロップ,,ノーマル,,一般,,ミミロップナイト,0445-00,ガブリアス,,ドラゴン,じめん,一般,,こだわりスカーフ,0009-00,カメックス,,みず,,一般,,カメックスナイト,0956-00,クエスパトラ,,エスパー,,一般,,きあいのタスキ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,,しろいハーブ,0666-18,ビビヨン,ファンシーなもよう,むし,ひこう,一般,,たべのこし
691,2488.938,0121-00,スターミー,,みず,エスパー,一般,,スターミナイト,0823-00,アーマーガア,,ひこう,はがね,一般,,オボンのみ,0939-00,ハラバリー,,でんき,,一般,,たべのこし,0503-01,ダイケンキ,ヒスイのすがた,みず,あく,一般,,くろいメガネ,0445-00,ガブリアス,,ドラゴン,じめん,一般,,こだわりスカーフ,0094-00,ゲンガー,,ゴースト,どく,一般,,ゲンガナイト
698,2484.264,0115-00,ガルーラ,,ノーマル,,一般,,ガルーラナイト,0445-00,ガブリアス,,ドラゴン,じめん,一般,,こだわりスカーフ,0094-00,ゲンガー,,ゴースト,どく,一般,,ゲンガナイト,0730-00,アシレーヌ,,みず,フェアリー,一般,,オボンのみ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,,たべのこし,0479-01,ロトム,ヒートロトム,でんき,ほのお,一般,,ラムのみ
714,2478.730,0445-00,ガブリアス,,ドラゴン,じめん,一般,,きあいのタスキ,0670-05,フラエッテ,えいえんのはな,フェアリー,,一般,,フラエッテナイト,0681-00,ギルガルド,シールドフォルム,はがね,ゴースト,一般,,たべのこし,0130-00,ギャラドス,,みず,ひこう,一般,,ギャラドスナイト,0637-00,ウルガモス,,むし,ほのお,一般,,オボンのみ,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,,こだわりスカーフ
718,2477.306,0130-00,ギャラドス,,みず,ひこう,一般,,オボンのみ,0478-00,ユキメノコ,,こおり,ゴースト,一般,,ユキメノコナイト,0065-00,フーディン,,エスパー,,一般,,フーディナイト,0660-00,ホルード,,ノーマル,じめん,一般,,こだわりスカーフ,0637-00,ウルガモス,,むし,ほのお,一般,,持ち物なし,0184-00,マリルリ,,みず,フェアリー,一般,,ラムのみ
725,2475.439,0115-00,ガルーラ,,ノーマル,,一般,,ガルーラナイト,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,,こだわりスカーフ,0036-00,ピクシー,,フェアリー,,一般,,オボンのみ,0009-00,カメックス,,みず,,一般,,カメックスナイト,0936-00,グレンアルマ,,ほのお,エスパー,一般,,きあいのタスキ,0681-00,ギルガルド,シールドフォルム,はがね,ゴースト,一般,,のろいのおふだ
726,2475.226,0130-00,ギャラドス,,みず,ひこう,一般,,ギャラドスナイト,0212-00,ハッサム,,むし,はがね,一般,,ハッサムナイト,0094-00,ゲンガー,,ゴースト,どく,一般,,きあいのタスキ,0730-00,アシレーヌ,,みず,フェアリー,一般,,たべのこし,0445-00,ガブリアス,,ドラゴン,じめん,一般,,ラムのみ,0681-00,ギルガルド,シールドフォルム,はがね,ゴースト,一般,,のろいのおふだ
727,2474.892,0478-00,ユキメノコ,,こおり,ゴースト,一般,,ユキメノコナイト,0637-00,ウルガモス,,むし,ほのお,一般,,きあいのタスキ,0983-00,ドドゲザン,,あく,はがね,一般,,くろいメガネ,0658-00,ゲッコウガ,,みず,あく,一般,,ゲッコウガナイト,0445-00,ガブリアス,,ドラゴン,じめん,一般,,こだわりスカーフ,0730-00,アシレーヌ,,みず,フェアリー,一般,,たべのこし
728,2474.849,0197-00,ブラッキー,,あく,,一般,,くろいメガネ,0006-00,リザードン,,ほのお,ひこう,一般,,リザードナイトＹ,0823-00,アーマーガア,,ひこう,はがね,一般,,たべのこし,0445-00,ガブリアス,,ドラゴン,じめん,一般,,オボンのみ,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,,こだわりスカーフ,0670-05,フラエッテ,えいえんのはな,フェアリー,,一般,,フラエッテナイト
733,2474.530,0130-00,ギャラドス,,みず,ひこう,一般,,ギャラドスナイト,0637-00,ウルガモス,,むし,ほのお,一般,,オボンのみ,0970-00,キラフロル,,いわ,どく,一般,,きあいのタスキ,0681-00,ギルガルド,シールドフォルム,はがね,ゴースト,一般,,のろいのおふだ,0445-00,ガブリアス,,ドラゴン,じめん,一般,,ハバンのみ,0036-00,ピクシー,,フェアリー,,一般,,ピクシナイト
741,2472.487,0655-00,マフォクシー,,ほのお,エスパー,一般,,マフォクシナイト,1018-00,ブリジュラス,,はがね,ドラゴン,一般,,たべのこし,0730-00,アシレーヌ,,みず,フェアリー,一般,,オボンのみ,0445-00,ガブリアス,,ドラゴン,じめん,一般,,きあいのタスキ,0983-00,ドドゲザン,,あく,はがね,一般,,くろいメガネ,0670-05,フラエッテ,えいえんのはな,フェアリー,,一般,,フラエッテナイト
742,2472.359,0450-00,カバルドン,,じめん,,一般,,オボンのみ,0748-00,ドヒドイデ,,どく,みず,一般,,たべのこし,0655-00,マフォクシー,,ほのお,エスパー,一般,,マフォクシナイト,0635-00,サザンドラ,,あく,ドラゴン,一般,,こだわりスカーフ,0681-00,ギルガルド,シールドフォルム,はがね,ゴースト,一般,,きあいのタスキ,0130-00,ギャラドス,,みず,ひこう,一般,,ギャラドスナイト
750,2470.220,0115-00,ガルーラ,,ノーマル,,一般,,ガルーラナイト,0937-00,ソウブレイズ,,ほのお,ゴースト,一般,,きあいのタスキ,0724-01,ジュナイパー,ヒスイのすがた,くさ,かくとう,一般,,ラムのみ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,,シュカのみ,0730-00,アシレーヌ,,みず,フェアリー,一般,,たべのこし,0445-00,ガブリアス,,ドラゴン,じめん,一般,,こだわりスカーフ
751,2470.120,0670-05,フラエッテ,えいえんのはな,フェアリー,,一般,,フラエッテナイト,0445-00,ガブリアス,,ドラゴン,じめん,一般,,ラムのみ,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,,こだわりスカーフ,0733-00,ドデカバシ,,ノーマル,ひこう,一般,,オボンのみ,0681-00,ギルガルド,シールドフォルム,はがね,ゴースト,一般,,たべのこし,0503-01,ダイケンキ,ヒスイのすがた,みず,あく,一般,,きあいのタスキ
757,2468.947,0149-00,カイリュー,,ドラゴン,ひこう,一般,,カイリュナイト,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,,こだわりスカーフ,0227-00,エアームド,,はがね,ひこう,一般,,オボンのみ,0970-00,キラフロル,,いわ,どく,一般,,きあいのタスキ,0197-00,ブラッキー,,あく,,一般,,たべのこし,0658-00,ゲッコウガ,,みず,あく,一般,,ゲッコウガナイト
760,2468.187,0701-00,ルチャブル,,かくとう,ひこう,一般,,オボンのみ,0036-00,ピクシー,,フェアリー,,一般,,ピクシナイト,0956-00,クエスパトラ,,エスパー,,一般,,たべのこし,0637-00,ウルガモス,,むし,ほのお,一般,,きあいのタスキ,0983-00,ドドゲザン,,あく,はがね,一般,,くろいメガネ,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,,しんぴのしずく
761,2467.933,0428-00,ミミロップ,,ノーマル,,一般,,ミミロップナイト,0823-00,アーマーガア,,ひこう,はがね,一般,,たべのこし,0445-00,ガブリアス,,ドラゴン,じめん,一般,,こだわりスカーフ,0730-00,アシレーヌ,,みず,フェアリー,一般,,オボンのみ,0908-00,マスカーニャ,,くさ,あく,一般,,きあいのタスキ,0006-00,リザードン,,ほのお,ひこう,一般,,リザードナイトＹ
765,2467.120,0655-00,マフォクシー,,ほのお,エスパー,一般,,マフォクシナイト,0445-00,ガブリアス,,ドラゴン,じめん,一般,,きあいのタスキ,0197-00,ブラッキー,,あく,,一般,,たべのこし,0733-00,ドデカバシ,,ノーマル,ひこう,一般,,オボンのみ,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,,しんぴのしずく,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,,のろいのおふだ
782,2465.379,0445-00,ガブリアス,,ドラゴン,じめん,一般,,オボンのみ,0670-05,フラエッテ,えいえんのはな,フェアリー,,一般,,フラエッテナイト,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,,こだわりスカーフ,0197-00,ブラッキー,,あく,,一般,,たべのこし,0094-00,ゲンガー,,ゴースト,どく,一般,,ゲンガナイト,0823-00,アーマーガア,,ひこう,はがね,一般,,ラムのみ
786,2464.267,0964-00,イルカマン,ナイーブフォルム,みず,,一般,,たべのこし,0279-00,ペリッパー,,みず,ひこう,一般,,こだわりスカーフ,1018-00,ブリジュラス,,はがね,ドラゴン,一般,,ヨプのみ,0212-00,ハッサム,,むし,はがね,一般,,ハッサムナイト,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,,ようせいのハネ,0354-00,ジュペッタ,,ゴースト,,一般,,ジュペッタナイト
788,2464.108,0197-00,ブラッキー,,あく,,一般,,たべのこし,0015-00,スピアー,,むし,どく,一般,,スピアナイト,0823-00,アーマーガア,,ひこう,はがね,一般,,ひかりのこな,0730-00,アシレーヌ,,みず,フェアリー,一般,,しんぴのしずく,0939-00,ハラバリー,,でんき,,一般,,オボンのみ,0445-00,ガブリアス,,ドラゴン,じめん,一般,,こだわりスカーフ
795,2463.300,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,,ピントレンズ,0143-00,カビゴン,,ノーマル,,一般,,シルクのスカーフ,0903-00,オオニューラ,,かくとう,どく,一般,,オボンのみ,0670-05,フラエッテ,えいえんのはな,フェアリー,,一般,,フラエッテナイト,0009-00,カメックス,,みず,,一般,,カメックスナイト,0681-00,ギルガルド,シールドフォルム,はがね,ゴースト,一般,,たべのこし
